"Código","Nome Município","Hepatite A 1999-2007","Hepatite A 2008","Hepatite A 2009","Hepatite A 2010","Hepatite A 2011","Hepatite A 2012","Hepatite A 2013","Hepatite A 2014","Hepatite A 2015","Hepatite A 2016","Hepatite A 2017","Hepatite A 2018","Hepatite A 2019","Hepatite A 2020","Tx Det Hep A 2008","Tx Det Hep A 2009","Tx Det Hep A 2010","Tx Det Hep A 2011","Tx Det Hep A 2012","Tx Det Hep A 2013","Tx Det Hep A 2014","Tx Det Hep A 2015","Tx Det Hep A 2016","Tx Det Hep A 2017","Tx Det Hep A 2018","Tx Det Hep A 2019","Tx Det Hep A 2020","Hep A M Total","Hep A M 1999-2007","Hep A M 2008","Hep A M 2009","Hep A M 2010","Hep A M 2011","Hep A M 2012","Hep A M 2013","Hep A M 2014","Hep A M 2015","Hep A M 2016","Hep A M 2017","Hep A M 2018","Hep A M 2019","Hep A M 2020","Tx Det M Hep A M 2008","Tx Det M Hep A M 2009","Tx Det M Hep A M 2010","Tx Det M Hep A M 2011","Tx Det M Hep A M 2012","Tx Det M Hep A M 2013","Tx Det M Hep A M 2014","Tx Det M Hep A M 2015","Tx Det M Hep A M 2016","Tx Det M Hep A M 2017","Tx Det M Hep A M 2018","Tx Det M Hep A M 2019","Tx Det M Hep A M 2020","Hep A F Total","Hep A F 1999-2007","Hep A F 2008","Hep A F 2009","Hep A F 2010","Hep A F 2011","Hep A F 2012","Hep A F 2013","Hep A F 2014","Hep A F 2015","Hep A F 2016","Hep A F 2017","Hep A F 2018","Hep A F 2019","Hep A F 2020","Tx Det F Hep A F 2008","Tx Det F Hep A F 2009","Tx Det F Hep A F 2010","Tx Det F Hep A F 2011","Tx Det F Hep A F 2012","Tx Det F Hep A F 2013","Tx Det F Hep A F 2014","Tx Det F Hep A F 2015","Tx Det F Hep A F 2016","Tx Det F Hep A F 2017","Tx Det F Hep A F 2018","Tx Det F Hep A F 2019","Tx Det F Hep A F 2020","Óbitos A Total","Óbitos A 2000-2007","Óbitos A 2008","Óbitos A 2009","Óbitos A 2010","Óbitos A 2011","Óbitos A 2012","Óbitos A 2013","Óbitos A 2014","Óbitos A 2015","Óbitos A 2016","Óbitos A 2017","Óbitos A 2018","Óbitos A 2019"
251597,"Sobrado",0,1,0,0,0,0,0,1,0,0,0,0,0,0,13.2573246718812,0,0,0,0,0,13.12163758037,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.4061262212833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0348867482426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251600,"Solânea",56,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,11.396877255632,11.1944475540132,7.31823337846244,3.68500571175885,0,0,0,0,0,37,31,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,15.8881474420083,23.4668335419274,7.66694778808556,0,0,0,0,0,0,28,25,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7.28066982162359,0,6.99986000279994,7.04374163555681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251610,"Soledade",14,0,0,0,0,12,4,1,2,0,0,0,0,0,0,0,0,0,85.7571642964339,28.022978842651,6.95507024620949,13.7959577843692,0,0,0,0,0,19,7,0,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,87.0448280864645,42.6015336552116,14.0944326990839,27.9563880346659,0,0,0,0,0,13,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,84.5070422535211,13.8274336283186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251615,"Sossêgo",1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,63.1113916061849,93.3706816059757,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,126.502213788741,62.5782227784731,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,123.839009287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251620,"Sousa",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.51968755223926,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.14485187747657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
251630,"Sumé",27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.2266500622665,0,0,0,0,0,0,0,0,0,0,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.6151129052605,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251640,"Tacima",2,0,0,0,0,0,22,0,0,1,1,0,0,0,0,0,0,0,0,207.566751580338,0,0,9.28418902608857,9.23616883716634,0,0,0,15,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,243.765235327208,0,0,0,18.3722212015433,0,0,0,11,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,170.907709836688,0,0,18.6706497386109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251650,"Taperoá",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.55479811221814,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.2819763580821,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251660,"Tavares",0,3,0,5,1,0,1,0,0,0,0,0,0,0,20.8130983765783,0,35.4534496206481,7.07063565014495,0,6.91802144586648,0,0,0,0,0,0,0,7,0,2,0,3,1,0,1,0,0,0,0,0,0,0,28.1452293836195,0,42.6499857833381,14.1904356463743,0,13.8236107271219,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,13.6836343732895,0,28.2925449144151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251670,"Teixeira",17,0,0,22,33,1,0,10,0,0,0,0,0,0,0,0,155.444075461033,231.497720098211,6.96767001114827,0,67.9486308350887,0,0,0,0,0,0,43,7,0,0,11,18,0,0,7,0,0,0,0,0,0,0,0,158.638592443034,257.731958762887,0,0,96.7652750898535,0,0,0,0,0,0,40,10,0,0,11,15,1,0,3,0,0,0,0,0,0,0,0,152.375675301288,206.298996011553,13.6612021857924,0,40.0908726446612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251675,"Tenório",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67.9809653297077,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.2315720808871,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.97232079489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251680,"Triunfo",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40.15661078205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.1409869083585,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60.0480384307446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
251690,"Uiraúna",6,2,0,28,0,0,0,0,0,0,1,0,0,0,13.46348030966,0,191.991223258365,0,0,0,0,0,0,6.56167979002625,0,0,0,23,2,1,0,20,0,0,0,0,0,0,0,0,0,0,13.8140627158447,0,285.266010554842,0,0,0,0,0,0,0,0,0,0,14,4,1,0,8,0,0,0,0,0,0,1,0,0,0,13.1302521008403,0,105.638452396672,0,0,0,0,0,0,12.6951885235496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251700,"Umbuzeiro",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.1163378856854,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.7980597901406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251710,"Várzea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251720,"Vieirópolis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.7083169097359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.5882818685669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251740,"Zabelê",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.7783086478739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94.6073793755913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260005,"Abreu e Lima",28,3,0,1,0,1,0,0,0,0,0,0,1,1,3.13577924114142,0,1.05899670652024,0,1.04994592778472,0,0,0,0,0,0,1.000100010001,0.996512207274539,16,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.21606648199446,0,0,0,0,0,0,0,0,0,2.10712630115049,19,14,3,0,0,0,1,0,0,0,0,0,0,1,0,6.07484205410659,0,0,0,2.01089907297553,0,0,0,0,0,0,1.89904667856736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260010,"Afogados da Ingazeira",62,0,2,1,0,1,0,1,0,0,0,0,0,0,0,5.62999662200203,2.8499772001824,0,2.8235825615541,0,2.7385255778289,0,0,0,0,0,0,32,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11.5340253748558,0,0,0,0,0,0,0,0,0,0,0,35,32,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5.46507815061755,0,5.41447831501435,0,5.24466355483296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
260020,"Afrânio",60,6,1,1,0,0,0,0,0,0,0,0,0,0,34.8169210236175,5.73295878002637,5.68634140793813,0,0,0,0,0,0,0,0,0,0,34,28,4,1,1,0,0,0,0,0,0,0,0,0,0,45.7508864234245,11.2905046855594,11.4285714285714,0,0,0,0,0,0,0,0,0,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,0,23.5571260306243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260030,"Agrestina",5,1,3,1,4,0,0,0,0,0,0,0,0,0,4.47007286218765,13.2790368271955,4.40936549230566,17.4809894240014,0,0,0,0,0,0,0,0,0,7,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,9.10498042429209,9.14494741655236,36.2483008608971,0,0,0,0,0,0,0,0,0,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8.70019140421089,17.2280127487294,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
260040,"Água Preta",17,4,0,2,0,0,1,0,0,0,0,0,0,0,13.06933281056,0,6.04320894394924,0,0,2.86952279835863,0,0,0,0,0,0,0,15,11,3,0,0,0,0,1,0,0,0,0,0,0,0,19.3923723335488,0,0,0,0,5.72213321126116,0,0,0,0,0,0,0,9,6,1,0,2,0,0,0,0,0,0,0,0,0,0,6.60676532769556,0,12.1322414316045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260050,"Águas Belas",10,1,0,0,3,0,2,13,1,0,1,2,0,1,2.53671900763552,0,0,7.40539606526622,0,4.76871721506915,30.8078773372515,2.35493594574228,0,2.32872246285688,4.63016552841764,0,2.28906285766607,13,2,1,0,0,2,0,1,6,0,0,1,0,0,0,5.16368893937829,0,0,10.1010101010101,0,4.86404980787003,28.9827069848324,0,0,4.73596968979399,0,0,0,21,8,0,0,0,1,0,1,7,1,0,0,2,0,1,0,0,0,4.82835208343392,0,4.67704971703849,32.5657129565015,4.62598880510709,0,0,9.11660133102379,0,4.51446887273712,2,1,0,0,0,0,0,0,1,0,0,0,0,0
260060,"Alagoinha",8,2,6,0,0,1,2,4,0,0,0,0,0,0,13.6017410228509,40.2306557596889,0,0,7.27749072119933,14.1522785168412,28.1313735143118,0,0,0,0,0,0,10,3,0,2,0,0,0,2,3,0,0,0,0,0,0,0,26.6844563042028,0,0,0,28.0859429855357,41.8351694324362,0,0,0,0,0,0,13,5,2,4,0,0,1,0,1,0,0,0,0,0,0,27.3149412728763,53.9156220514894,0,0,14.6327187591454,0,14.1884222474461,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
260070,"Aliança",4,4,0,0,0,0,0,0,0,0,0,0,0,0,11.2847712012639,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11.342369420972,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11.2277550103857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260080,"Altinho",26,0,5,8,1,0,0,0,0,0,0,0,0,0,0,22.297538351766,35.7893795016329,4.47007286218765,0,0,0,0,0,0,0,0,0,18,10,0,4,3,1,0,0,0,0,0,0,0,0,0,0,35.1802990325418,27.0124257158293,9.00009000090001,0,0,0,0,0,0,0,0,0,22,16,0,1,5,0,0,0,0,0,0,0,0,0,0,0,9.04649900488511,44.4562994576331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260090,"Amaraji",25,1,0,0,2,0,0,2,0,0,0,0,0,0,4.85436893203884,0,0,9.09587047480444,0,0,8.84134211573317,0,0,0,0,0,0,17,14,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,18.1702552920869,0,0,8.8487744447394,0,0,0,0,0,0,13,11,1,0,0,0,0,0,1,0,0,0,0,0,0,9.82414775518224,0,0,0,0,0,8.8339222614841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260100,"Angelim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260105,"Araçoiaba",62,1,0,0,0,1,0,0,0,0,0,0,0,0,5.78837693910627,0,0,0,5.3714347102111,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,1,0,0,0,1,0,0,0,0,0,0,0,0,11.6103564379426,0,0,0,10.681478316599,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260110,"Araripina",51,8,8,2,1,2,3,2,0,0,0,0,0,0,10.1132686084142,10.0155240622966,2.5872551809785,1.28544617836851,2.5552574421873,3.72819008798529,2.43504517008791,0,0,0,0,0,0,41,26,6,5,0,1,1,1,1,0,0,0,0,0,0,15.350372246527,12.6572665367187,0,2.62625732069228,2.61028452101279,2.53588274078207,2.48108175164372,0,0,0,0,0,0,36,25,2,3,2,0,1,2,1,0,0,0,0,0,0,4.99787590274134,7.43070864191415,5.06765316981706,0,2.5025025025025,4.87400692108983,2.3906858877812,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260120,"Arcoverde",131,17,9,14,0,0,11,37,2,0,0,0,0,0,25.2008657238578,13.2354887571876,20.3509077958513,0,0,15.2909449803998,51.0668838159384,2.76281254316895,0,0,0,0,0,118,68,8,4,6,0,0,9,22,1,0,0,0,0,0,25.0156347717323,12.4007936507937,18.5362538231023,0,0,26.5761110290861,64.5123453169902,2.93979303857008,0,0,0,0,0,103,63,9,5,8,0,0,2,15,1,0,0,0,0,0,25.3678335870117,13.9887530425538,21.9635405227323,0,0,5.25306647755627,39.1113892365457,2.60593109918174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260130,"Barra de Guabiraba",2,1,6,0,0,0,0,0,0,0,0,0,0,0,7.47160789001793,44.0399295361127,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29.0317898098418,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,15.1194436044754,59.3912397921307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260140,"Barreiros",4,1,0,0,0,2,0,0,0,0,0,0,0,0,2.29874488529263,0,0,0,4.88126327093452,0,0,0,0,0,0,0,0,5,2,1,0,0,0,2,0,0,0,0,0,0,0,0,4.629415304847,0,0,0,9.99950002499875,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
260150,"Belém de Maria",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.80824451686779,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.7462289263532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260160,"Belém do São Francisco",3,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,4.93754011751346,0,0,14.4745730000965,9.64971533339767,0,0,0,0,0,0,6,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,10.0401606425703,0,0,0,19.4647201946472,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28.6505586858944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260170,"Belo Jardim",26,0,15,7,0,0,1,4,2,0,0,0,0,0,0,20.2631507848594,9.66423680141374,0,0,1.33507783503778,5.32162575666866,2.65118375354596,0,0,0,0,0,25,12,0,7,2,0,0,0,2,2,0,0,0,0,0,0,19.1970162351909,5.75043128234618,0,0,0,5.55000555000555,5.53265650502089,0,0,0,0,0,30,14,0,8,5,0,0,1,2,0,0,0,0,0,0,0,21.2981204408711,13.2795070646978,0,0,2.56633988605451,5.11129852539038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
260180,"Betânia",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260190,"Bezerros",5,2,2,0,0,0,0,0,0,0,0,0,0,0,3.4299434059338,3.42753337560625,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.53281989684166,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,6.6577896138482,3.32834082210018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260200,"Bodocó",20,3,0,0,2,2,6,0,0,0,0,0,0,0,8.64254436506107,0,0,5.64620857094461,5.60600964233659,16.343875132794,0,0,0,0,0,0,0,16,10,2,0,0,1,1,2,0,0,0,0,0,0,0,11.2726862811408,0,0,5.63221627710504,5.59315397952906,10.8719286801479,0,0,0,0,0,0,0,17,10,1,0,0,1,1,4,0,0,0,0,0,0,0,5.89275191514437,0,0,5.66027056093281,5.61892453784346,21.8400218400218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260210,"Bom Conselho",117,13,15,2,2,0,0,1,0,0,0,0,0,0,28.8946678224534,33.1484387085368,4.39531459464211,4.37187137954401,0,0,2.10699311013253,0,0,0,0,0,0,87,65,10,9,2,0,0,0,1,0,0,0,0,0,0,45.8463231248854,40.9892061757071,9.0892564988184,0,0,0,4.33990105025605,0,0,0,0,0,0,63,52,3,6,0,2,0,0,0,0,0,0,0,0,0,12.9427499029294,25.7577058469992,0,8.46560846560847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260220,"Bom Jardim",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260230,"Bonito",58,3,5,2,0,0,0,0,0,0,0,0,0,0,7.39316871211001,12.2443981878291,5.32396315817495,0,0,0,0,0,0,0,0,0,0,36,31,2,2,1,0,0,0,0,0,0,0,0,0,0,9.81932443047918,9.75419430355053,5.38300048447004,0,0,0,0,0,0,0,0,0,0,32,27,1,3,1,0,0,0,0,0,0,0,0,0,0,4.9480455220188,14.7557916482219,5.26620675127706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260240,"Brejão",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11.3071008593397,11.3134970019233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22.1729490022173,22.1975582685905,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260250,"Brejinho",2,4,0,0,2,0,5,11,0,0,0,0,0,0,54.3035568829758,0,0,27.359781121751,0,66.8449197860963,147.019513499064,0,0,0,0,0,0,12,0,1,0,0,1,0,1,9,0,0,0,0,0,0,26.4900662251656,0,0,27.7161862527716,0,27.0051309748852,242.980561555076,0,0,0,0,0,0,12,2,3,0,0,1,0,4,2,0,0,0,0,0,0,83.5421888053467,0,0,27.0124257158293,0,105.904156738152,52.9380624669137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260260,"Brejo da Madre de Deus",7,1,4,4,0,0,4,0,0,0,0,0,0,0,2.38674877082438,9.46723154481551,8.85347498893316,0,0,8.37538474423669,0,0,0,0,0,0,0,8,2,1,1,2,0,0,2,0,0,0,0,0,0,0,4.78514690400995,4.74270808631729,9.01713255184851,0,0,8.53242320819113,0,0,0,0,0,0,0,12,5,0,3,2,0,0,2,0,0,0,0,0,0,0,0,14.1736747614098,8.69565217391305,0,0,8.22402236934084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260270,"Buenos Aires",14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.31261425959781,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.5095763203714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260280,"Buíque",16,0,2,1,0,0,1,9,0,0,0,0,0,0,0,3.75417652138003,1.91920161212935,0,0,1.81715760207883,16.1858859074887,0,0,0,0,0,0,15,6,0,2,1,0,0,0,6,0,0,0,0,0,0,0,7.47356227345764,3.9000039000039,0,0,0,21.9226131754905,0,0,0,0,0,0,14,10,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3.57884188676544,10.6251106782362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260290,"Cabo de Santo Agostinho",122,7,2,1,4,0,2,1,0,2,0,0,0,1,4.11798618709776,1.16561664034316,0.540467504391299,2.13722022451498,0,1.0239082578201,0.50675247675273,0,0.993482753139405,0,0,0,0.478597136074738,73,64,4,0,0,2,0,0,1,0,1,0,0,0,1,4.80243963933678,0,0,2.17613648728048,0,0,1.03143823747834,0,1.01092813311902,0,0,0,0.973359159796373,69,58,3,2,1,2,0,2,0,0,1,0,0,0,0,3.46040717457754,2.28456547564653,1.06195442091625,2.09967140142568,0,2.01261912189428,0,0,0.976629261765941,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
260300,"Cabrobó",29,3,2,2,0,0,2,4,0,0,0,0,0,0,9.96247467871019,6.5720294426919,6.4781524309267,0,0,6.15725632658087,12.2029348058208,0,0,0,0,0,0,21,13,2,2,0,0,0,1,3,0,0,0,0,0,0,13.5464643727987,13.3967445910644,0,0,0,6.30159430335875,18.7254228824668,0,0,0,0,0,0,21,16,1,0,2,0,0,1,1,0,0,0,0,0,0,6.51508241579256,0,12.6414259528475,0,0,6.01938241136459,5.96729920038191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260310,"Cachoeirinha",25,4,1,0,0,0,0,0,0,0,0,0,0,0,22.1766369130121,5.51511140525039,0,0,0,0,0,0,0,0,0,0,0,14,11,2,1,0,0,0,0,0,0,0,0,0,0,0,22.4997187535156,11.1731843575419,0,0,0,0,0,0,0,0,0,0,0,16,14,2,0,0,0,0,0,0,0,0,0,0,0,0,21.8627022299956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260320,"Caetés",9,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,3.73622267887166,7.42225191122987,3.60776390792986,0,0,0,0,3.50017500875044,0,0,6,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.53806723955978,7.48783227255709,0,0,0,0,0,0,0,0,8,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7.35781031565006,7.1921749136939,0,0,0,0,6.9993700566949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
